id_pedido,dt_pedido,fl_ketchup,desc_uf,txt_recado
363,2023-05-23T09:41:05.000+0000,FALSE,SC,"Valeu pessoal, vocês são feras!"
364,2023-05-23T09:42:19.000+0000,TRUE,RJ,Vocês são brabos!!!
365,2023-05-23T09:44:23.000+0000,FALSE,SP,null
366,2023-05-23T09:44:32.000+0000,FALSE,RJ,null
367,2023-05-23T09:47:57.000+0000,FALSE,SP,estou FAMINTO para aprender SQL!!
368,2023-05-23T09:48:46.000+0000,FALSE,BA,null
369,2023-05-23T09:49:24.000+0000,FALSE,MG,null
370,2023-05-23T09:50:14.000+0000,FALSE,RJ,Vamos por a mão na massa!!!!!
371,2023-05-23T09:50:23.000+0000,TRUE,MG,null
372,2023-05-23T09:51:14.000+0000,FALSE,RJ,Pizza se come com a mão! Abraço do pessoal de estatística da ufjf! R+Python+SQL
373,2023-05-23T09:51:25.000+0000,TRUE,DF,Caprichem na mussarela.
374,2023-05-23T09:52:17.000+0000,FALSE,RN,"Faltou o tamanho, quantidade e se era rodízio ou não."
375,2023-05-23T09:53:51.000+0000,TRUE,CE,Quero ligeiro
376,2023-05-23T09:54:58.000+0000,FALSE,SP,null
377,2023-05-23T09:55:03.000+0000,TRUE,CE,Fome!!!!!!!!!!!!!! rsrsrsrs
378,2023-05-23T09:56:08.000+0000,FALSE,MG,null
379,2023-05-23T10:01:07.000+0000,FALSE,SP,Um beijo pra vocês!!!
380,2023-05-23T10:02:13.000+0000,FALSE,ES,Obrigado pela aula!
381,2023-05-23T10:07:48.000+0000,FALSE,SP,null
382,2023-05-23T10:12:46.000+0000,FALSE,ES,null
383,2023-05-23T10:13:52.000+0000,TRUE,BA,Assa essa aí com carinho
384,2023-05-23T10:14:00.000+0000,FALSE,SP,Que seja una Bella Pizza!!!!
385,2023-05-23T10:16:35.000+0000,FALSE,PR,null
386,2023-05-23T10:17:42.000+0000,FALSE,MG,null
387,2023-05-23T10:17:55.000+0000,FALSE,SP,null
388,2023-05-23T10:23:28.000+0000,TRUE,SC,null
389,2023-05-23T10:26:25.000+0000,TRUE,SP,Gostaria do recheio de maneira uniforme e fazer a cara do mickey com a linguiça calabresa defumada.
390,2023-05-23T10:34:54.000+0000,FALSE,SP,null
391,2023-05-23T10:38:30.000+0000,TRUE,SP,null
392,2023-05-23T10:39:40.000+0000,FALSE,CE,null
393,2023-05-23T10:42:31.000+0000,FALSE,DF,a excelência na qualidade fideliza clientes
394,2023-05-23T10:44:54.000+0000,TRUE,RJ,Mande bem crocante!
395,2023-05-23T10:50:55.000+0000,TRUE,SC,null
396,2023-05-23T10:51:40.000+0000,FALSE,SC,null
397,2023-05-23T10:53:30.000+0000,TRUE,PA,Pode caprichar no bacon
398,2023-05-23T11:01:43.000+0000,FALSE,ES,null
399,2023-05-23T11:07:57.000+0000,TRUE,PR,null
400,2023-05-23T11:12:55.000+0000,TRUE,SC,null
401,2023-05-23T11:19:17.000+0000,TRUE,MG,"Olá, gostaria de entender como é feita a integração, do banco de dados com um programa em python."
402,2023-05-23T11:21:13.000+0000,TRUE,SP,null
403,2023-05-23T11:25:52.000+0000,TRUE,RJ,null
404,2023-05-23T11:33:00.000+0000,FALSE,RJ,Capricha que hoje estou triste!
405,2023-05-23T11:38:11.000+0000,TRUE,PR,null
406,2023-05-23T11:41:17.000+0000,TRUE,SP,null
407,2023-05-23T11:44:15.000+0000,TRUE,RJ,Ansiosa pra conhecer a dinâmica da Pizza Query! :)
408,2023-05-23T11:45:13.000+0000,FALSE,SP,null
409,2023-05-23T11:48:14.000+0000,FALSE,SP,"Por favor não queime as bordas, não acrescente cebola nem cebolinha (por engano), mas se tiver manjericão, pode acrescentar."
410,2023-05-23T11:52:43.000+0000,TRUE,PR,Vaaaaaiiiii!
411,2023-05-23T12:07:14.000+0000,FALSE,MG,Parabéns pela iniciativa e continuem fornecendo um conteúdo tão precioso como esse! O mundo agradece
412,2023-05-23T12:14:16.000+0000,FALSE,SP,"Entrega rápida, estou morrendo de fome!!!!!"
413,2023-05-23T12:18:39.000+0000,FALSE,SP,null
414,2023-05-23T12:20:37.000+0000,FALSE,SP,Gratina o queijo e por favor deixe a base da massa crocante
415,2023-05-23T12:24:32.000+0000,TRUE,ES,null
416,2023-05-23T12:24:38.000+0000,FALSE,RJ,null
417,2023-05-23T12:28:29.000+0000,FALSE,PR,null
418,2023-05-23T12:32:58.000+0000,TRUE,RJ,null
419,2023-05-23T12:33:12.000+0000,FALSE,SP,null
420,2023-05-23T12:37:48.000+0000,FALSE,SP,null
421,2023-05-23T12:46:57.000+0000,TRUE,SP,null
422,2023-05-23T12:58:37.000+0000,TRUE,SP,null
423,2023-05-23T13:00:25.000+0000,FALSE,PB,Valeu!
424,2023-05-23T13:01:41.000+0000,FALSE,MG,null
425,2023-05-23T13:13:39.000+0000,TRUE,RJ,null
426,2023-05-23T13:14:49.000+0000,FALSE,PR,null
427,2023-05-23T13:25:49.000+0000,FALSE,SP,De a ordem camaradas
428,2023-05-23T13:30:31.000+0000,TRUE,RJ,null
429,2023-05-23T13:34:09.000+0000,TRUE,MG,null
430,2023-05-23T13:50:41.000+0000,FALSE,BA,"forno aceso aqui no Bairro de Brotas, na cidade de Salvador, na Bahia."
431,2023-05-23T13:51:31.000+0000,FALSE,SC,null
432,2023-05-23T13:52:25.000+0000,FALSE,SP,Capricha na borda chefe!
433,2023-05-23T13:56:43.000+0000,FALSE,RJ,null
434,2023-05-23T13:58:18.000+0000,TRUE,MG,null
435,2023-05-23T14:07:37.000+0000,FALSE,RS,null
436,2023-05-23T14:08:44.000+0000,TRUE,SC,null
437,2023-05-23T14:29:05.000+0000,FALSE,SP,null
438,2023-05-23T14:42:04.000+0000,FALSE,SP,Salve!
439,2023-05-23T14:42:40.000+0000,FALSE,PR,Tão contratando ajudante de pizzaiolo?
440,2023-05-23T14:50:20.000+0000,TRUE,PE,"que a pizza chegue quentinha na minha casa, por favor"
441,2023-05-23T14:52:15.000+0000,TRUE,SP,null
442,2023-05-23T14:59:21.000+0000,TRUE,PR,Fiquei com fome respondendo esse formulário...
443,2023-05-23T15:00:49.000+0000,TRUE,RJ,"Faltou o ""Frango com catupiry"" =("
444,2023-05-23T15:06:49.000+0000,FALSE,SP,Vai ter sorteio de vale-pizza para os participantes?
445,2023-05-23T15:23:50.000+0000,TRUE,SC,Caprichem no recheio
446,2023-05-23T15:24:52.000+0000,TRUE,MG,null
447,2023-05-23T15:39:55.000+0000,TRUE,RS,null
448,2023-05-23T16:09:31.000+0000,TRUE,BA,null
449,2023-05-23T16:09:54.000+0000,TRUE,CE,null
450,2023-05-23T16:21:23.000+0000,TRUE,RN,Vai!!!!!!!
451,2023-05-23T16:28:36.000+0000,TRUE,DF,null
452,2023-05-23T16:28:51.000+0000,FALSE,PR,null
453,2023-05-23T16:30:02.000+0000,FALSE,SP,Boa pizza!
454,2023-05-23T16:58:56.000+0000,FALSE,SP,null
455,2023-05-23T17:06:49.000+0000,FALSE,SP,puta falta de sacanagem so tenho 13 reais no vr (minhadona aqui) e vcs vem com PIZZA p ensinar a não é possiver
456,2023-05-23T17:28:20.000+0000,FALSE,SP,Bora pra cima
457,2023-05-23T17:29:33.000+0000,TRUE,MG,Capricha!
458,2023-05-23T17:45:45.000+0000,FALSE,MG,null
459,2023-05-23T17:47:47.000+0000,FALSE,SP,null
460,2023-05-23T17:52:52.000+0000,FALSE,SP,null
461,2023-05-23T17:54:04.000+0000,TRUE,AM,Vamos nessa! E fazer a melhor pizza do mundo.
462,2023-05-23T18:16:10.000+0000,FALSE,PE,"Preparem a larica, que eu tô chegando com o salve!"
463,2023-05-23T18:20:54.000+0000,TRUE,PE,Faltou o ingrediente molho de tomate kkkkk S2
464,2023-05-23T18:22:00.000+0000,FALSE,CE,null
465,2023-05-23T18:29:34.000+0000,TRUE,CE,null
466,2023-05-23T18:30:49.000+0000,TRUE,RJ,Gratidão!
467,2023-05-23T18:36:52.000+0000,FALSE,CE,null
468,2023-05-23T18:46:33.000+0000,FALSE,SP,null
469,2023-05-23T18:48:19.000+0000,TRUE,RJ,null
470,2023-05-23T18:51:26.000+0000,FALSE,SP,não queima a parte de baixo
471,2023-05-23T18:51:49.000+0000,TRUE,ES,null
472,2023-05-23T18:52:26.000+0000,TRUE,ES,"SELECT fAprendizado FROM melhorlivedemaio"""
473,2023-05-23T19:01:13.000+0000,TRUE,ES,Boa sorte rs
474,2023-05-23T19:06:55.000+0000,FALSE,SP,null
475,2023-05-23T19:15:55.000+0000,FALSE,SP,Bora por a mão na massa!
476,2023-05-23T19:16:40.000+0000,FALSE,SP,#PIZZATIME...VAIII
477,2023-05-23T19:19:53.000+0000,TRUE,SP,null
478,2023-05-23T19:46:20.000+0000,FALSE,SP,Ketchup na pizza é crime!!!!
479,2023-05-23T19:57:53.000+0000,FALSE,PE,null
480,2023-05-23T20:06:44.000+0000,FALSE,SE,null
481,2023-05-23T20:12:45.000+0000,TRUE,SC,<3
482,2023-05-23T20:19:54.000+0000,TRUE,RS,null
483,2023-05-23T20:32:08.000+0000,FALSE,MS,Borda com cerveja
484,2023-05-23T20:44:26.000+0000,TRUE,PR,null
485,2023-05-23T21:36:47.000+0000,TRUE,SP,null
486,2023-05-23T21:54:17.000+0000,TRUE,SP,Capricha nos recheios
487,2023-05-23T22:00:32.000+0000,FALSE,SP,Massa bem passada e SQL turbinado Tela
488,2023-05-23T22:42:55.000+0000,FALSE,PE,null
489,2023-05-23T23:06:20.000+0000,TRUE,RJ,A semana vai terminar em pizza?!! ;)
490,2023-05-23T23:23:55.000+0000,FALSE,BA,null
491,2023-05-23T23:25:47.000+0000,TRUE,SP,Faça bem feito! haha
492,2023-05-24T01:04:04.000+0000,FALSE,PR,Quero
493,2023-05-24T02:47:07.000+0000,TRUE,MG,Bem dourada!
494,2023-05-24T04:34:21.000+0000,TRUE,CE,Vocês são demais.  Vaiiii
495,2023-05-24T05:54:25.000+0000,FALSE,SP,Faltou o exilados da gringa no estado que você mora rsrsrs ansioso pro treinamento!
496,2023-05-24T06:01:54.000+0000,TRUE,PB,null
497,2023-05-24T07:01:14.000+0000,TRUE,SP,null
498,2023-05-24T07:09:16.000+0000,TRUE,RJ,null
499,2023-05-24T07:49:26.000+0000,FALSE,DF,Arriba! Andale
500,2023-05-24T07:58:28.000+0000,TRUE,SP,No capricho. Fome de conhecimento
501,2023-05-24T08:03:39.000+0000,FALSE,SC,Deixa a massa bem no ponto sem deixar passar o restante dos ingredientes
502,2023-05-24T08:11:39.000+0000,TRUE,MG,Vcs são foda!
503,2023-05-24T08:51:36.000+0000,FALSE,SP,null
504,2023-05-24T09:01:14.000+0000,FALSE,SP,To com fome
505,2023-05-24T09:06:34.000+0000,FALSE,SP,Vocês são uns lindos
506,2023-05-24T09:10:27.000+0000,FALSE,RS,Fatiar a pizza em apenas quatro partes.
507,2023-05-24T09:19:18.000+0000,FALSE,MG,null
508,2023-05-24T09:21:58.000+0000,TRUE,PR,null
509,2023-05-24T09:27:08.000+0000,TRUE,SE,Capricha no catupiry.
510,2023-05-24T09:41:20.000+0000,TRUE,SP,"Bora para cima mano, é nois!!!"
511,2023-05-24T09:44:14.000+0000,TRUE,CE,null
512,2023-05-24T10:20:14.000+0000,TRUE,SP,A pizza vai ser brinde?? Ahaha
513,2023-05-24T10:41:24.000+0000,TRUE,SP,Queremos desconto
514,2023-05-24T11:05:22.000+0000,TRUE,SP,Capricha na borda!
515,2023-05-24T11:26:13.000+0000,FALSE,MG,null
516,2023-05-24T11:27:32.000+0000,FALSE,DF,null
517,2023-05-24T11:45:57.000+0000,FALSE,SP,null
518,2023-05-24T12:00:36.000+0000,FALSE,MG,"Parabéns por mais essa iniciativa, e fogo nos racistas!"
519,2023-05-24T12:01:57.000+0000,FALSE,SP,null
520,2023-05-24T12:14:18.000+0000,FALSE,SP,"Capricha no recheio, por favor."
521,2023-05-24T12:23:48.000+0000,TRUE,BA,null
522,2023-05-24T12:42:01.000+0000,TRUE,BA,Que massa!!!
523,2023-05-24T12:50:06.000+0000,TRUE,MG,null
524,2023-05-24T12:56:37.000+0000,TRUE,SP,Sacanagem ter que preencher isso aqui na hora do almoço! hahaha
525,2023-05-24T13:19:23.000+0000,TRUE,GO,null
526,2023-05-24T13:24:36.000+0000,FALSE,SP,Teo me Why!!!!!!
527,2023-05-24T13:27:05.000+0000,TRUE,PR,"Capricha no abacaxi, pleaaseee"
528,2023-05-24T13:28:25.000+0000,TRUE,RJ,null
529,2023-05-24T13:28:57.000+0000,FALSE,SP,null
530,2023-05-24T13:29:03.000+0000,FALSE,PE,null
531,2023-05-24T13:29:24.000+0000,FALSE,SP,null
532,2023-05-24T13:29:39.000+0000,FALSE,SP,null
533,2023-05-24T13:29:55.000+0000,FALSE,SC,É a pizza dos meus sonhos
534,2023-05-24T13:30:01.000+0000,TRUE,SP,null
535,2023-05-24T13:30:21.000+0000,FALSE,SP,"Na parte do ingrediente 5, por favor trocar o roquefort por gorgonzola, por favor."
536,2023-05-24T13:30:27.000+0000,TRUE,SE,null
537,2023-05-24T13:31:14.000+0000,FALSE,SP,Capricha!
538,2023-05-24T13:31:20.000+0000,TRUE,PR,null
539,2023-05-24T13:31:39.000+0000,FALSE,CE,"Parabens pelo trabalho, galera!"
540,2023-05-24T13:31:48.000+0000,FALSE,SP,Vcs são foda!
541,2023-05-24T13:32:04.000+0000,TRUE,PR,Capricha!
542,2023-05-24T13:32:11.000+0000,TRUE,BA,null
543,2023-05-24T13:32:24.000+0000,FALSE,SP,Capricha na cebola por gentileza
544,2023-05-24T13:32:37.000+0000,FALSE,SP,null
545,2023-05-24T13:33:06.000+0000,FALSE,SC,null
546,2023-05-24T13:33:14.000+0000,FALSE,SP,Vocês fazem um trabalho bom demais
547,2023-05-24T13:33:26.000+0000,TRUE,SP,null
548,2023-05-24T13:33:29.000+0000,TRUE,SP,null
549,2023-05-24T13:33:42.000+0000,TRUE,SP,Capricha na azeitona
550,2023-05-24T13:33:57.000+0000,FALSE,PE,null
551,2023-05-24T13:34:23.000+0000,FALSE,SP,null
552,2023-05-24T13:34:30.000+0000,FALSE,ES,null
553,2023-05-24T13:34:41.000+0000,TRUE,PE,Quero que chegue quentinha !
554,2023-05-24T13:35:00.000+0000,TRUE,SP,null
555,2023-05-24T13:35:06.000+0000,FALSE,MG,Senti falta da opção presunto parma!!
556,2023-05-24T13:35:16.000+0000,FALSE,DF,null
557,2023-05-24T13:35:24.000+0000,TRUE,CE,null
558,2023-05-24T13:35:58.000+0000,FALSE,PE,"Escreve ""Te amo"" com ketchup, por favor. É pra minha namorada."
559,2023-05-24T13:36:08.000+0000,FALSE,SP,Faltou manjericão!
560,2023-05-24T13:36:18.000+0000,FALSE,RJ,null
561,2023-05-24T13:36:30.000+0000,FALSE,ES,Sucesso nessa nova pizzaria! Capricha no queijo
562,2023-05-24T13:36:47.000+0000,TRUE,SP,Capricha.
563,2023-05-24T13:36:51.000+0000,FALSE,MG,"Sem cebola, sou alérgico"
564,2023-05-24T13:37:03.000+0000,FALSE,SP,Capricha na cebola!
565,2023-05-24T13:37:08.000+0000,FALSE,SP,null
566,2023-05-24T13:37:19.000+0000,TRUE,PE,Pode caprichar no queijo
567,2023-05-24T13:37:52.000+0000,FALSE,SP,Fique com fominha ... e agora ? Quanto tempo a entrega ?
568,2023-05-24T13:38:35.000+0000,FALSE,SP,null
569,2023-05-24T13:39:12.000+0000,FALSE,MS,"Massa crocante, nada de queimado nas bordas."
570,2023-05-24T13:39:12.000+0000,TRUE,CE,null
571,2023-05-24T13:39:15.000+0000,FALSE,SP,null
572,2023-05-24T13:39:44.000+0000,FALSE,SP,Muito legal!
573,2023-05-24T13:39:54.000+0000,TRUE,AL,null
574,2023-05-24T13:40:02.000+0000,FALSE,BA,Vocês são fod@!
575,2023-05-24T13:40:04.000+0000,FALSE,SP,Espero que a pergunta sobre o ketchup seja para julgamento!!!!!!!!!
576,2023-05-24T13:40:43.000+0000,FALSE,SP,Manda pizza!
577,2023-05-24T13:41:07.000+0000,TRUE,SP,null
578,2023-05-24T13:41:30.000+0000,TRUE,SP,Não
579,2023-05-24T13:41:43.000+0000,TRUE,RJ,Ketchup na pizza sim 😊
580,2023-05-24T13:41:53.000+0000,TRUE,RJ,Capricha no molho de tomate kkk
581,2023-05-24T13:42:05.000+0000,TRUE,DF,Faltou aquela pizza doce :)
582,2023-05-24T13:42:06.000+0000,FALSE,SP,Faltou manjericão. Boa aula!
583,2023-05-24T13:42:42.000+0000,FALSE,SP,null
584,2023-05-24T13:43:14.000+0000,FALSE,SP,null
585,2023-05-24T13:43:28.000+0000,TRUE,SP,"Por favor, capricha no recheio chefe!"
586,2023-05-24T13:43:39.000+0000,TRUE,ES,Pode caprichar na borda e no Bacon
587,2023-05-24T13:43:51.000+0000,FALSE,BA,Parabéns pelo trampo!
588,2023-05-24T13:44:01.000+0000,FALSE,SP,Obrigado por contribuírem tanto para a comunidade!
589,2023-05-24T13:44:02.000+0000,FALSE,SP,null
590,2023-05-24T13:44:13.000+0000,TRUE,RJ,Parabéns!!
591,2023-05-24T13:44:15.000+0000,FALSE,SP,"sacanagem responder esse forms, deu fome hahahah"
592,2023-05-24T13:44:25.000+0000,FALSE,SP,null
593,2023-05-24T13:44:47.000+0000,TRUE,RJ,Boas fornadas!!
594,2023-05-24T13:44:48.000+0000,FALSE,SP,null
595,2023-05-24T13:44:52.000+0000,FALSE,RS,#venceremos
596,2023-05-24T13:45:16.000+0000,TRUE,RJ,null
597,2023-05-24T13:45:25.000+0000,FALSE,DF,Que seja assada no forno de lenha!
598,2023-05-24T13:45:25.000+0000,TRUE,GO,"Faltou borda de chocolate, em"
599,2023-05-24T13:45:29.000+0000,TRUE,SC,Dobro de recheio
600,2023-05-24T13:46:35.000+0000,FALSE,SP,null
601,2023-05-24T13:46:53.000+0000,FALSE,SP,null
602,2023-05-24T13:47:02.000+0000,FALSE,RS,Prepara a pizza para viagem!
603,2023-05-24T13:47:03.000+0000,TRUE,PR,null
604,2023-05-24T13:47:46.000+0000,FALSE,SP,null
605,2023-05-24T13:47:56.000+0000,FALSE,SP,null
606,2023-05-24T13:49:17.000+0000,FALSE,MG,null
607,2023-05-24T13:49:19.000+0000,TRUE,SP,"Por Favor, sem cebola, em hipótese nenhuma!"
608,2023-05-24T13:49:34.000+0000,FALSE,SP,Sem cebola kkk
609,2023-05-24T13:50:25.000+0000,FALSE,SP,null
610,2023-05-24T13:50:43.000+0000,FALSE,RJ,#Vaai!!
611,2023-05-24T13:51:33.000+0000,FALSE,PB,"massa bem tostada, por favor."
612,2023-05-24T13:51:35.000+0000,FALSE,PR,Continuem mandando esse conteúdo de qualidade manos!
613,2023-05-24T13:51:42.000+0000,FALSE,SP,Gosto da massa mais ao ponto não gosto dela crocante
614,2023-05-24T13:51:48.000+0000,TRUE,DF,Faz um portuguesa
615,2023-05-24T13:51:57.000+0000,TRUE,AL,Não queimem a pizza
616,2023-05-24T13:52:16.000+0000,TRUE,RJ,null
617,2023-05-24T13:52:16.000+0000,FALSE,AL,o/
618,2023-05-24T13:52:30.000+0000,TRUE,RN,null
619,2023-05-24T13:52:35.000+0000,TRUE,MG,null
620,2023-05-24T13:52:46.000+0000,TRUE,RJ,Capricha no milho
621,2023-05-24T13:53:18.000+0000,FALSE,RJ,Amo vocês!
622,2023-05-24T13:53:18.000+0000,FALSE,DF,null
623,2023-05-24T13:53:27.000+0000,FALSE,MT,Tô com fomeee!
624,2023-05-24T13:53:38.000+0000,FALSE,RN,null
625,2023-05-24T13:53:53.000+0000,FALSE,SP,Muito obrigado!
626,2023-05-24T13:53:54.000+0000,FALSE,SP,null
627,2023-05-24T13:54:01.000+0000,FALSE,SP,null
628,2023-05-24T13:54:23.000+0000,FALSE,MG,null
629,2023-05-24T13:54:50.000+0000,FALSE,PR,Água sem Gás
630,2023-05-24T13:55:08.000+0000,TRUE,PE,null
631,2023-05-24T13:55:34.000+0000,TRUE,SC,oiee
632,2023-05-24T13:56:29.000+0000,TRUE,MT,null
633,2023-05-24T13:56:30.000+0000,FALSE,RJ,tomate seco caseiro feito no forno
634,2023-05-24T13:57:03.000+0000,FALSE,SP,Capricha no queijo
635,2023-05-24T13:58:05.000+0000,FALSE,DF,"Faça a pizza com muito amor e update, sem esquecer de quando fazer delete antes do where coloque o not no meu coração."
636,2023-05-24T13:58:30.000+0000,FALSE,PR,VAAAAAAI
637,2023-05-24T13:59:24.000+0000,TRUE,CE,null
638,2023-05-24T13:59:29.000+0000,TRUE,PE,null
639,2023-05-24T13:59:33.000+0000,TRUE,MG,SEUS LINDOOOOOSSSSSSS
640,2023-05-24T14:00:16.000+0000,TRUE,SP,Suco sem açúcar
641,2023-05-24T14:00:31.000+0000,TRUE,SC,null
642,2023-05-24T14:01:56.000+0000,FALSE,SP,null
643,2023-05-24T14:02:05.000+0000,FALSE,AL,Somente os parabéns !
644,2023-05-24T14:03:01.000+0000,TRUE,PR,Capricha nessa 🍕
645,2023-05-24T14:03:13.000+0000,TRUE,CE,Vai da Bom!!!
646,2023-05-24T14:03:24.000+0000,TRUE,SP,Conseguem entregar até às 21hs?! Valeuuuu
647,2023-05-24T14:03:41.000+0000,FALSE,SP,Hipótese 1: alto índice de ketchup em RJ rsrs
648,2023-05-24T14:03:47.000+0000,FALSE,SP,null
649,2023-05-24T14:04:26.000+0000,FALSE,PR,null
650,2023-05-24T14:04:49.000+0000,FALSE,RS,capricha mestre 🙌🙌
651,2023-05-24T14:04:49.000+0000,FALSE,SP,null
652,2023-05-24T14:05:48.000+0000,TRUE,SP,null
653,2023-05-24T14:06:13.000+0000,TRUE,GO,null
654,2023-05-24T14:06:17.000+0000,TRUE,AC,para entregar na rua do calvo no acre
655,2023-05-24T14:07:06.000+0000,TRUE,PR,Parabéns pelo baita trabalho
656,2023-05-24T14:07:16.000+0000,FALSE,PE,Vcs são demais! Agradecida por mais essa oportunidade de evolução! Mais um treinamento no capricho! <3
657,2023-05-24T14:07:24.000+0000,TRUE,RN,Caprichem!!
658,2023-05-24T14:07:36.000+0000,TRUE,RJ,null
659,2023-05-24T14:08:15.000+0000,FALSE,RR,Não vou pagar entrega
660,2023-05-24T14:08:15.000+0000,TRUE,DF,null
661,2023-05-24T14:08:36.000+0000,FALSE,RS,null
662,2023-05-24T14:09:08.000+0000,FALSE,MS,Bora assar essas pizzas!!!!!
663,2023-05-24T14:09:43.000+0000,TRUE,SP,Null
664,2023-05-24T14:10:05.000+0000,FALSE,PB,S2
665,2023-05-24T14:10:14.000+0000,TRUE,BA,null
666,2023-05-24T14:10:43.000+0000,TRUE,PR,Vocês são sensacionais!!
667,2023-05-24T14:10:43.000+0000,FALSE,MG,"Favor, não empinar a moto durante a entrega"
668,2023-05-24T14:11:07.000+0000,TRUE,BA,Vc é foda
669,2023-05-24T14:12:25.000+0000,TRUE,PE,se chegar fria eu não pago !!
670,2023-05-24T14:13:43.000+0000,TRUE,SP,Sucesso!
671,2023-05-24T14:14:23.000+0000,FALSE,MG,null
672,2023-05-24T14:14:33.000+0000,FALSE,SP,"Gelimão no copo, por favor"
673,2023-05-24T14:14:33.000+0000,FALSE,SP,null
674,2023-05-24T14:15:08.000+0000,FALSE,PR,null
675,2023-05-24T14:16:10.000+0000,TRUE,SP,null
676,2023-05-24T14:16:10.000+0000,FALSE,SC,null
677,2023-05-24T14:16:32.000+0000,TRUE,MG,null
678,2023-05-24T14:16:34.000+0000,FALSE,PR,null
679,2023-05-24T14:17:20.000+0000,TRUE,SP,null
680,2023-05-24T14:18:32.000+0000,FALSE,PR,null
681,2023-05-24T14:18:50.000+0000,TRUE,PE,Capricha no recheio! ;)
682,2023-05-24T14:19:13.000+0000,FALSE,SP,"Fala se tá solteiro, Teo"
683,2023-05-24T14:19:13.000+0000,TRUE,SP,Mama Mia!!
684,2023-05-24T14:20:11.000+0000,FALSE,SP,Um abraço pro Téo!
685,2023-05-24T14:20:19.000+0000,TRUE,PR,null
686,2023-05-24T14:21:07.000+0000,FALSE,SP,null
687,2023-05-24T14:21:08.000+0000,FALSE,SP,Capricha!
688,2023-05-24T14:21:14.000+0000,FALSE,BA,Ansiosa pelo meu pedido!
689,2023-05-24T14:21:35.000+0000,TRUE,ES,null
690,2023-05-24T14:21:36.000+0000,TRUE,RS,null
691,2023-05-24T14:21:53.000+0000,FALSE,SP,null
692,2023-05-24T14:22:08.000+0000,TRUE,ES,null
693,2023-05-24T14:23:14.000+0000,TRUE,SC,null
694,2023-05-24T14:23:53.000+0000,FALSE,CE,Demora muito?
695,2023-05-24T14:24:57.000+0000,TRUE,RS,Gosto da pizza bem tostada!
696,2023-05-24T14:25:30.000+0000,FALSE,SP,null
697,2023-05-24T14:26:07.000+0000,FALSE,PR,Rápido que deu fome aqui.
698,2023-05-24T14:26:40.000+0000,TRUE,ES,Troco pra R$ 100 por favor.
699,2023-05-24T14:27:11.000+0000,FALSE,SP,null
700,2023-05-24T14:28:29.000+0000,FALSE,SP,null
701,2023-05-24T14:29:54.000+0000,TRUE,AM,"Lindos, por favor usem touca e luvas."
702,2023-05-24T14:30:28.000+0000,FALSE,PB,"Sou seu fã, Teo!"
703,2023-05-24T14:31:08.000+0000,TRUE,MG,null
704,2023-05-24T14:31:23.000+0000,FALSE,RS,null
705,2023-05-24T14:33:11.000+0000,TRUE,SP,null
706,2023-05-24T14:35:39.000+0000,FALSE,RN,🚀
707,2023-05-24T14:36:36.000+0000,FALSE,SP,null
708,2023-05-24T14:38:30.000+0000,TRUE,CE,Gosto muito das iniciativas de vocês
709,2023-05-24T14:39:16.000+0000,TRUE,TO,Continuem contribuindo com o mundo de dados ❤️
710,2023-05-24T14:40:10.000+0000,FALSE,RJ,null
711,2023-05-24T14:40:20.000+0000,FALSE,SP,Vocês são os melhores~ \o/
712,2023-05-24T14:40:52.000+0000,FALSE,SP,null
713,2023-05-24T14:41:45.000+0000,TRUE,SP,null
714,2023-05-24T14:41:58.000+0000,TRUE,RS,null
715,2023-05-24T14:42:01.000+0000,FALSE,SE,Faz um gráfico de pizza caprichado aí
716,2023-05-24T14:42:34.000+0000,TRUE,GO,Que as pizzas de vocês possam gerar muito conhecimento.
717,2023-05-24T14:42:41.000+0000,FALSE,SP,null
718,2023-05-24T14:43:36.000+0000,TRUE,SP,null
719,2023-05-24T14:44:15.000+0000,TRUE,SP,null
720,2023-05-24T14:44:35.000+0000,FALSE,GO,Não use ketchup na pizza
721,2023-05-24T14:44:45.000+0000,FALSE,SP,"Cara, que fome! Não se acha pizza com alcaparra no fim de mundo onde habito. Vocês são maravilhosos!"""
722,2023-05-24T14:46:37.000+0000,TRUE,SP,Não deixar o ketchup encostar na beterraba.
723,2023-05-24T14:48:00.000+0000,TRUE,MG,"Não pude pedir minha pizza de chocolate com queijo, mas se tiverem chocolate pode trocar por qualquer ingrediente, incluindo massa e borda 😇"
724,2023-05-24T14:48:19.000+0000,FALSE,SP,Por favor de uma leve tostada na borda.
725,2023-05-24T14:50:42.000+0000,FALSE,SP,null
726,2023-05-24T14:50:48.000+0000,TRUE,RO,O Téo parece o Leo do Supercombo
727,2023-05-24T14:51:15.000+0000,FALSE,BA,null
728,2023-05-24T14:52:04.000+0000,FALSE,CE,Borda bem recheada por favor.
729,2023-05-24T14:52:13.000+0000,FALSE,RJ,null
730,2023-05-24T14:52:45.000+0000,FALSE,RS,Por enquanto não. :D
731,2023-05-24T14:53:27.000+0000,FALSE,PR,null
732,2023-05-24T14:55:06.000+0000,FALSE,MG,"Por favor, mandar um abraço para o meu amigo Fazueli"
733,2023-05-24T14:55:44.000+0000,FALSE,SP,"Massa bem assada por favor e inserir no menu de opções borda doce, aka, chocolate!"
734,2023-05-24T14:56:21.000+0000,FALSE,SC,Não esqueça o molho de tomate!
