id_pedido,dt_pedido,fl_ketchup,desc_uf,txt_recado
735,2023-05-24T14:57:14.000+0000,FALSE,SP,null
736,2023-05-24T14:57:22.000+0000,FALSE,SP,null
737,2023-05-24T14:57:52.000+0000,TRUE,RN,null
738,2023-05-24T14:59:38.000+0000,TRUE,SP,null
739,2023-05-24T14:59:40.000+0000,FALSE,AL,Pq pepperoni está em primeiro lugar na lista de ingredientes? kkkkkk
740,2023-05-24T15:01:03.000+0000,FALSE,SP,null
741,2023-05-24T15:02:48.000+0000,FALSE,SP,null
742,2023-05-24T15:03:03.000+0000,FALSE,AL,null
743,2023-05-24T15:03:28.000+0000,TRUE,PA,null
744,2023-05-24T15:04:20.000+0000,TRUE,RS,Boa sorte!!
745,2023-05-24T15:04:26.000+0000,TRUE,SC,null
746,2023-05-24T15:04:48.000+0000,TRUE,SP,null
747,2023-05-24T15:05:11.000+0000,TRUE,RJ,null
748,2023-05-24T15:05:36.000+0000,TRUE,MG,null
749,2023-05-24T15:05:41.000+0000,TRUE,SP,Bolsonaro na cadeia!
750,2023-05-24T15:06:36.000+0000,FALSE,PE,null
751,2023-05-24T15:07:16.000+0000,FALSE,SP,null
752,2023-05-24T15:07:32.000+0000,TRUE,MG,Em busca do top 1 fã e Discípulo do Teo e ser aluno linuxtips
753,2023-05-24T15:08:14.000+0000,TRUE,MG,No ponto!
754,2023-05-24T15:08:20.000+0000,FALSE,RJ,null
755,2023-05-24T15:09:01.000+0000,FALSE,SE,null
756,2023-05-24T15:09:05.000+0000,FALSE,SP,null
757,2023-05-24T15:09:27.000+0000,FALSE,MG,null
758,2023-05-24T15:09:59.000+0000,FALSE,SP,null
759,2023-05-24T15:10:16.000+0000,TRUE,SC,null
760,2023-05-24T15:10:42.000+0000,FALSE,RS,Capricha no queijo!
761,2023-05-24T15:10:44.000+0000,FALSE,CE,You rock!
762,2023-05-24T15:12:07.000+0000,TRUE,MG,Gostaria de uma pizza de cupim ao alho mas nao achei os ingrediente :(
763,2023-05-24T15:12:21.000+0000,TRUE,SP,"Por favor agilize a fabricação, pois estou com fome!!!!! Obrigada :)"
764,2023-05-24T15:13:13.000+0000,FALSE,SP,null
765,2023-05-24T15:13:36.000+0000,FALSE,SP,Jeff me beija
766,2023-05-24T15:13:54.000+0000,FALSE,RN,null
767,2023-05-24T15:14:37.000+0000,TRUE,PE,Vocês são FODAS! ❤️
768,2023-05-24T15:15:26.000+0000,FALSE,PR,Caaapricha chefia!
769,2023-05-24T15:15:26.000+0000,FALSE,RS,null
770,2023-05-24T15:15:46.000+0000,FALSE,SP,Vcs são os caras
771,2023-05-24T15:17:56.000+0000,TRUE,BA,null
772,2023-05-24T15:19:03.000+0000,TRUE,RS,null
773,2023-05-24T15:19:29.000+0000,TRUE,MG,Capricha nos ingredientes que o boi é grande!
774,2023-05-24T15:20:06.000+0000,TRUE,CE,null
775,2023-05-24T15:21:38.000+0000,FALSE,SC,null
776,2023-05-24T15:22:14.000+0000,FALSE,PR,null
777,2023-05-24T15:22:29.000+0000,TRUE,SP,null
778,2023-05-24T15:22:39.000+0000,TRUE,SC,null
779,2023-05-24T15:23:13.000+0000,FALSE,RS,null
780,2023-05-24T15:23:30.000+0000,FALSE,SP,Desenha um goku na caixa da pizz
781,2023-05-24T15:24:11.000+0000,FALSE,MG,null
782,2023-05-24T15:24:16.000+0000,FALSE,SP,"Mãe, eu to ao vivo na twitch.tv/teomewhy"
783,2023-05-24T15:24:21.000+0000,FALSE,RS,Capricha no queijo!
784,2023-05-24T15:24:53.000+0000,TRUE,SP,null
785,2023-05-24T15:25:59.000+0000,FALSE,SP,null
786,2023-05-24T15:27:10.000+0000,FALSE,RJ,null
787,2023-05-24T15:27:50.000+0000,TRUE,RS,Baita conteudooooo!
788,2023-05-24T15:29:57.000+0000,TRUE,PR,null
789,2023-05-24T15:31:02.000+0000,TRUE,PE,null
790,2023-05-24T15:31:25.000+0000,FALSE,SP,null
791,2023-05-24T15:32:08.000+0000,FALSE,PR,null
792,2023-05-24T15:32:12.000+0000,FALSE,RJ,"Continuem com esse trabalho sensacional, a comunidade agradece!"
793,2023-05-24T15:32:21.000+0000,TRUE,GO,null
794,2023-05-24T15:33:00.000+0000,FALSE,PR,null
795,2023-05-24T15:34:11.000+0000,TRUE,ES,null
796,2023-05-24T15:34:33.000+0000,TRUE,PR,null
797,2023-05-24T15:34:56.000+0000,FALSE,RS,Vou querer uma fatia da pizza na hora da aula!
798,2023-05-24T15:36:11.000+0000,TRUE,PR,null
799,2023-05-24T15:36:59.000+0000,FALSE,PB,null
800,2023-05-24T15:37:52.000+0000,FALSE,PB,null
801,2023-05-24T15:38:51.000+0000,TRUE,RJ,null
802,2023-05-24T15:39:28.000+0000,FALSE,SC,Quero pizza vegan!
803,2023-05-24T15:40:28.000+0000,TRUE,SP,null
804,2023-05-24T15:42:15.000+0000,TRUE,BA,null
805,2023-05-24T15:43:52.000+0000,TRUE,SP,Vocês são fodas!
806,2023-05-24T15:45:00.000+0000,FALSE,PE,Seria massa jantar essa pizza hoje! S2
807,2023-05-24T15:48:32.000+0000,TRUE,SP,select * from cad_pizza p where p.pizza=‘frango especial’
808,2023-05-24T15:48:59.000+0000,TRUE,RJ,null
809,2023-05-24T15:49:00.000+0000,FALSE,SP,null
810,2023-05-24T15:49:41.000+0000,FALSE,SP,"Azeitona preta, por favor."
811,2023-05-24T15:52:46.000+0000,FALSE,RJ,Faltou uma opção pra quem não mora no Brasil
812,2023-05-24T15:54:47.000+0000,TRUE,RJ,null
813,2023-05-24T15:55:22.000+0000,FALSE,SP,Também sou calvo! #TodosCalvos
814,2023-05-24T15:57:15.000+0000,FALSE,SP,null
815,2023-05-24T15:58:29.000+0000,FALSE,SP,null
816,2023-05-24T15:59:41.000+0000,FALSE,PE,Seria massa jantar essa pizza hoje! S2
817,2023-05-24T15:59:46.000+0000,TRUE,SP,null
818,2023-05-24T16:00:30.000+0000,TRUE,BA,Capricha no recheio campeão!!!
819,2023-05-24T16:02:31.000+0000,TRUE,RJ,null
820,2023-05-24T16:04:07.000+0000,FALSE,SP,Bonde da Pizza de SQL!
821,2023-05-24T16:05:15.000+0000,TRUE,PR,null
822,2023-05-24T16:05:40.000+0000,TRUE,ES,Trás um azeite também
823,2023-05-24T16:07:23.000+0000,TRUE,BA,Capricha
824,2023-05-24T16:08:04.000+0000,TRUE,RN,"Adicionar borda de Chocolate!! \o/ Vcs são fod@h!! Obrigado por mais um projeto e por fortalecer a comunidade!! 🐧"""
825,2023-05-24T16:09:29.000+0000,TRUE,MG,null
826,2023-05-24T16:12:00.000+0000,TRUE,MG,Capricha no queijo Brie!
827,2023-05-24T16:12:38.000+0000,TRUE,PE,Não tem combinação melhor!
828,2023-05-24T16:13:14.000+0000,TRUE,SP,Bem assada pfv. E pede para o motoboy não chamar a moto no grau
829,2023-05-24T16:14:44.000+0000,TRUE,SP,"Obrigado por contribuírem com uma ""fatia de pizza"" tão vasta quanto a de vocês!"
830,2023-05-24T16:14:58.000+0000,TRUE,PE,null
831,2023-05-24T16:15:34.000+0000,FALSE,SP,null
832,2023-05-24T16:21:47.000+0000,TRUE,PB,null
833,2023-05-24T16:23:10.000+0000,FALSE,DF,"Quero ver o resultado, hehehehe"
834,2023-05-24T16:24:43.000+0000,TRUE,RJ,null
835,2023-05-24T16:26:08.000+0000,TRUE,PE,Faz o Bond SQL
836,2023-05-24T16:26:16.000+0000,TRUE,MG,null
837,2023-05-24T16:32:40.000+0000,FALSE,SP,"Calabresa e bacon bem passados, por favor (;"
838,2023-05-24T16:33:03.000+0000,FALSE,SP,null
839,2023-05-24T16:35:30.000+0000,FALSE,PR,null
840,2023-05-24T16:37:15.000+0000,TRUE,SP,Que a entrega seja rápida! Por favor!
841,2023-05-24T16:40:33.000+0000,FALSE,DF,E olha só hein?
842,2023-05-24T16:40:37.000+0000,TRUE,SP,Vaiiiiii
843,2023-05-24T16:43:36.000+0000,TRUE,PR,Vocês são lindos
844,2023-05-24T16:48:21.000+0000,TRUE,GO,Primeira vez pedindo pizza
845,2023-05-24T16:50:01.000+0000,FALSE,SP,null
846,2023-05-24T16:50:21.000+0000,TRUE,RN,Capriche!!!!
847,2023-05-24T16:52:10.000+0000,TRUE,SP,null
848,2023-05-24T16:56:45.000+0000,FALSE,PR,Meu marido queria uma de quatro queijos mas eu não quero. Será que ceis podem dizer que veio essa por engano?
849,2023-05-24T16:56:59.000+0000,TRUE,SP,"continuem com o incrível trabalho de vocês, formando cada vez mais pizzaiolos ;D"
850,2023-05-24T16:57:00.000+0000,TRUE,MG,null
851,2023-05-24T16:57:36.000+0000,TRUE,MG,Sem cebola por favor
852,2023-05-24T16:57:58.000+0000,FALSE,SP,null
853,2023-05-24T17:01:34.000+0000,TRUE,GO,null
854,2023-05-24T17:02:15.000+0000,FALSE,MG,null
855,2023-05-24T17:04:40.000+0000,FALSE,PR,Vocês são fod# demais!!
856,2023-05-24T17:05:28.000+0000,FALSE,RJ,Prazo de entrega é importante!
857,2023-05-24T17:05:41.000+0000,FALSE,SP,null
858,2023-05-24T17:05:42.000+0000,FALSE,SP,null
859,2023-05-24T17:06:12.000+0000,FALSE,SP,null
860,2023-05-24T17:09:18.000+0000,TRUE,MT,"Moda da Casa, no adicional por favor 🤩"
861,2023-05-24T17:09:42.000+0000,FALSE,SP,Um salve da basedosdados.org
862,2023-05-24T17:10:40.000+0000,FALSE,PE,faltou um queijo vegano :(
863,2023-05-24T17:11:07.000+0000,FALSE,SP,Continuem fazendo o que fazem com amor
864,2023-05-24T17:11:22.000+0000,FALSE,SP,Amassa no catupiry!
865,2023-05-24T17:12:00.000+0000,FALSE,SP,null
866,2023-05-24T17:12:16.000+0000,FALSE,RR,Manda um salve pro Prof. Cuca Beludo
867,2023-05-24T17:13:05.000+0000,TRUE,DF,Vcs são zica!!
868,2023-05-24T17:14:51.000+0000,FALSE,SP,null
869,2023-05-24T17:15:02.000+0000,FALSE,SP,Vocês são incríveis!!
870,2023-05-24T17:15:32.000+0000,TRUE,SP,Forte abraço meus queridos!
871,2023-05-24T17:17:45.000+0000,FALSE,SP,Bootcamp de machine learning!
872,2023-05-24T17:18:58.000+0000,TRUE,SC,"Olha essa pizzaria tem nada vegano, decepcionado, mas já to aqui né ahahahaha"
873,2023-05-24T17:22:08.000+0000,FALSE,SP,null
874,2023-05-24T17:22:58.000+0000,TRUE,DF,Vocês são top d+
875,2023-05-24T17:24:51.000+0000,FALSE,SP,Queria saber o que dá com este questionario
876,2023-05-24T17:25:00.000+0000,TRUE,MG,Vamos combinar pizza e cervejinha
877,2023-05-24T17:28:00.000+0000,TRUE,DF,null
878,2023-05-24T17:29:07.000+0000,FALSE,SP,null
879,2023-05-24T17:30:52.000+0000,TRUE,AM,"Salve vcs são zica demais, abraço!!!"
880,2023-05-24T17:31:14.000+0000,FALSE,PR,O molho de tomate está incluso? :s
881,2023-05-24T17:33:46.000+0000,FALSE,SP,Caprichado  como sempre
882,2023-05-24T17:35:56.000+0000,FALSE,RS,Quero cortada em 8 pedaços!
883,2023-05-24T17:37:59.000+0000,FALSE,SP,Aguardando a pizza ansiosamente!
884,2023-05-24T17:38:10.000+0000,TRUE,RO,Entregar a pizza quentinha no capricho!
885,2023-05-24T17:40:42.000+0000,FALSE,SP,null
886,2023-05-24T17:43:27.000+0000,TRUE,SP,"O Téo pode ser calvo, a pizza não! Capricha no recheio ai!"""
887,2023-05-24T17:45:42.000+0000,TRUE,PR,null
888,2023-05-24T17:48:20.000+0000,FALSE,SP,null
889,2023-05-24T17:49:58.000+0000,TRUE,SP,null
890,2023-05-24T17:54:10.000+0000,FALSE,BA,null
891,2023-05-24T17:58:36.000+0000,FALSE,ES,null
892,2023-05-24T17:59:25.000+0000,TRUE,BA,"Venham para o Devops Days Salvador, bjo"
893,2023-05-24T17:59:59.000+0000,TRUE,GO,Vaiiiii!! Sucesso sempre!
894,2023-05-24T18:00:08.000+0000,FALSE,SP,null
895,2023-05-24T18:02:29.000+0000,TRUE,MG,null
896,2023-05-24T18:03:49.000+0000,FALSE,SE,null
897,2023-05-24T18:05:28.000+0000,FALSE,CE,null
898,2023-05-24T18:10:27.000+0000,FALSE,PR,#vai
899,2023-05-24T18:12:58.000+0000,TRUE,RJ,CAPRICHEM!!
900,2023-05-24T18:15:12.000+0000,TRUE,CE,null
901,2023-05-24T18:16:42.000+0000,FALSE,RJ,null
902,2023-05-24T18:17:37.000+0000,TRUE,SP,null
903,2023-05-24T18:18:52.000+0000,FALSE,RJ,Fiquei com vontade de comer pizza agora : (
904,2023-05-24T18:20:32.000+0000,FALSE,SP,null
905,2023-05-24T18:20:56.000+0000,TRUE,RJ,null
906,2023-05-24T18:21:34.000+0000,FALSE,PR,null
907,2023-05-24T18:24:56.000+0000,FALSE,SP,Capricha no recheio!
908,2023-05-24T18:27:17.000+0000,FALSE,SP,"INSERT INTO LINUX_TIPS.LIVE_SQL VALUES (""Muito sucesso!"", ""Iniciativa show de bola"", ""VAI!"")"
909,2023-05-24T18:29:24.000+0000,TRUE,RJ,Muito obrigado pela oportunidade!!
910,2023-05-24T18:30:15.000+0000,TRUE,SP,null
911,2023-05-24T18:30:52.000+0000,FALSE,SP,Pizza monstruosa meus caros
912,2023-05-24T18:32:02.000+0000,FALSE,SP,null
913,2023-05-24T18:34:19.000+0000,TRUE,CE,Vocês são Demais!!!!! #vai !!!!!!!!!!
914,2023-05-24T18:35:05.000+0000,FALSE,GO,Vamos!
915,2023-05-24T18:35:20.000+0000,FALSE,SP,Poderia ter pizza quadrada ? kkkk valeu mestres
916,2023-05-24T18:36:10.000+0000,TRUE,MG,Espero que a Live seja proveitosa... UpUpUp!!!
917,2023-05-24T18:37:54.000+0000,TRUE,CE,Cerveja IPA
918,2023-05-24T18:38:28.000+0000,FALSE,SP,"Iniciando a jornada com essa aula, sou 100% leigo sobre o tema. Espero aprender e gostar do tema."""
919,2023-05-24T18:42:14.000+0000,FALSE,SP,null
920,2023-05-24T18:42:43.000+0000,TRUE,DF,null
921,2023-05-24T18:45:24.000+0000,FALSE,RJ,Manda mostarda!!
922,2023-05-24T18:48:07.000+0000,FALSE,RS,Faltou coração de frango nos ingredientes (é clássico aqui no RS)
923,2023-05-24T18:48:29.000+0000,TRUE,RJ,null
924,2023-05-24T18:48:49.000+0000,TRUE,SP,Faltou batata frita nos ingredientes - pizza de batata frita é a melhor
925,2023-05-24T18:49:39.000+0000,FALSE,MG,null
926,2023-05-24T18:50:23.000+0000,FALSE,SP,null
927,2023-05-24T18:55:32.000+0000,TRUE,DF,Sem cebola
928,2023-05-24T19:01:41.000+0000,TRUE,BA,VAAAAAAAAI
929,2023-05-24T19:02:01.000+0000,TRUE,SP,Obrigada por ensinarem!
930,2023-05-24T19:03:18.000+0000,FALSE,SC,VAAAAAIIII
931,2023-05-24T19:03:49.000+0000,TRUE,SP,Capricha na uva passa! =D
932,2023-05-24T19:03:49.000+0000,TRUE,RS,null
933,2023-05-24T19:03:57.000+0000,TRUE,SP,null
934,2023-05-24T19:04:35.000+0000,TRUE,PE,null
935,2023-05-24T19:04:54.000+0000,TRUE,PR,null
936,2023-05-24T19:05:09.000+0000,TRUE,AL,null
937,2023-05-24T19:10:55.000+0000,FALSE,RJ,null
938,2023-05-24T19:14:01.000+0000,TRUE,PR,Topppppp
939,2023-05-24T19:14:13.000+0000,TRUE,SP,"Capricha na massa, fina e deliciosa!"
940,2023-05-24T19:17:16.000+0000,FALSE,SP,null
941,2023-05-24T19:18:54.000+0000,TRUE,MA,Manda uma pizzazinha pra mim
942,2023-05-24T19:20:04.000+0000,TRUE,MG,null
943,2023-05-24T19:22:42.000+0000,FALSE,GO,Mama mia!!
944,2023-05-24T19:23:05.000+0000,FALSE,SP,null
945,2023-05-24T19:23:31.000+0000,TRUE,MG,null
946,2023-05-24T19:23:37.000+0000,TRUE,MS,null
947,2023-05-24T19:23:42.000+0000,TRUE,SP,Vocês São F.......%$@
948,2023-05-24T19:24:04.000+0000,TRUE,SP,null
949,2023-05-24T19:24:22.000+0000,TRUE,BA,null
950,2023-05-24T19:24:44.000+0000,FALSE,PE,null
951,2023-05-24T19:25:00.000+0000,FALSE,DF,null
952,2023-05-24T19:25:19.000+0000,TRUE,PB,null
953,2023-05-24T19:25:46.000+0000,TRUE,CE,#TMJ
954,2023-05-24T19:26:06.000+0000,FALSE,RJ,Azeita!
955,2023-05-24T19:26:09.000+0000,TRUE,PE,null
956,2023-05-24T19:26:11.000+0000,FALSE,CE,null
957,2023-05-24T19:26:24.000+0000,TRUE,CE,null
958,2023-05-24T19:26:33.000+0000,TRUE,MA,null
959,2023-05-24T19:28:02.000+0000,TRUE,CE,Muito massa o trabalho que vocês fazem! Obrigada!!!
960,2023-05-24T19:28:53.000+0000,FALSE,SP,Exagere no bacon
961,2023-05-24T19:29:38.000+0000,TRUE,GO,null
962,2023-05-24T19:29:40.000+0000,TRUE,CE,null
963,2023-05-24T19:29:48.000+0000,TRUE,GO,"Parabéns por proporem isso para a comunidade, vai ajudar muita gente!!"
964,2023-05-24T19:30:21.000+0000,FALSE,SP,null
965,2023-05-24T19:31:38.000+0000,FALSE,SP,Capricha ai meus manos hahahaha vlwww
966,2023-05-24T19:32:00.000+0000,TRUE,MG,null
967,2023-05-24T19:32:33.000+0000,FALSE,SP,Cerveja estupidamente gelada por favor!
968,2023-05-24T19:33:10.000+0000,TRUE,SP,null
969,2023-05-24T19:34:22.000+0000,FALSE,SP,null
970,2023-05-24T19:42:48.000+0000,TRUE,DF,null
971,2023-05-24T19:43:16.000+0000,TRUE,SP,Podemos batizar a pizza de outlier vegetariano?
972,2023-05-24T19:43:50.000+0000,TRUE,SP,null
973,2023-05-24T19:45:38.000+0000,FALSE,SP,"senti falta de alguns ingredientes p.e: frango, champignon"
974,2023-05-24T19:47:07.000+0000,TRUE,RS,Vocês são fera demais!
975,2023-05-24T19:48:06.000+0000,TRUE,RJ,"Jeff, tu é o cara! Téo conheci agora, mas é brabo d+"
976,2023-05-24T19:49:02.000+0000,FALSE,CE,null
977,2023-05-24T19:52:12.000+0000,FALSE,SP,só #VAIIIIIIII
978,2023-05-24T19:52:27.000+0000,TRUE,PR,Aula muito detalhada e completa!!! #VAAIII
979,2023-05-24T19:52:34.000+0000,FALSE,PI,"Faltou a borda de chocolate. Assim, dá pra pedir uma pizza salgado com borda de chocolate para a sobremesa :p"
980,2023-05-24T19:57:25.000+0000,TRUE,MG,CÊS SÃO F*DA! BRIGADA POR TUDO SEMPRE
981,2023-05-24T19:58:07.000+0000,FALSE,SP,não deixa queimar
982,2023-05-24T19:58:32.000+0000,FALSE,SP,null
983,2023-05-24T20:02:10.000+0000,FALSE,SP,Obrigado!
984,2023-05-24T20:03:02.000+0000,FALSE,SP,null
985,2023-05-24T20:05:32.000+0000,TRUE,GO,null
986,2023-05-24T20:06:18.000+0000,FALSE,MS,null
987,2023-05-24T20:06:41.000+0000,TRUE,RN,null
988,2023-05-24T20:06:51.000+0000,FALSE,SP,null
989,2023-05-24T20:07:41.000+0000,FALSE,MG,null
990,2023-05-24T20:09:13.000+0000,FALSE,SP,null
991,2023-05-24T20:10:04.000+0000,TRUE,MA,null
992,2023-05-24T20:10:50.000+0000,TRUE,RS,null
993,2023-05-24T20:14:55.000+0000,TRUE,SP,null
994,2023-05-24T20:15:22.000+0000,TRUE,PE,null
995,2023-05-24T20:15:29.000+0000,TRUE,RN,null
996,2023-05-24T20:15:58.000+0000,TRUE,AL,null
997,2023-05-24T20:16:37.000+0000,FALSE,DF,"Se possível, adicionar Manjericão!"
998,2023-05-24T20:17:48.000+0000,TRUE,SC,Sabe muito! 🙅🏽‍♂️
999,2023-05-24T20:17:49.000+0000,TRUE,CE,Otimo evento
1000,2023-05-24T20:18:03.000+0000,FALSE,PR,Expectativa para a aula
1001,2023-05-24T20:18:03.000+0000,TRUE,SP,VAIII
1002,2023-05-24T20:18:08.000+0000,FALSE,MG,Excelente pizza a todos nós
1003,2023-05-24T20:18:16.000+0000,TRUE,PE,null
1004,2023-05-24T20:18:32.000+0000,FALSE,PE,Arrocha o nó!
1005,2023-05-24T20:18:34.000+0000,TRUE,PB,É noiz
1006,2023-05-24T20:19:15.000+0000,TRUE,PA,null
1007,2023-05-24T20:20:38.000+0000,FALSE,SP,Não
1008,2023-05-24T20:22:45.000+0000,FALSE,BA,null
1009,2023-05-24T20:23:30.000+0000,FALSE,AP,null
1010,2023-05-24T20:23:39.000+0000,FALSE,SC,Hoje tem gol do ribamar
1011,2023-05-24T20:23:48.000+0000,FALSE,SP,Top!
1012,2023-05-24T20:23:58.000+0000,FALSE,BA,Não
1013,2023-05-24T20:24:39.000+0000,FALSE,RJ,TMJ
1014,2023-05-24T20:26:01.000+0000,TRUE,MG,Primeira aula
1015,2023-05-24T20:27:07.000+0000,FALSE,RJ,null
1016,2023-05-24T20:27:16.000+0000,FALSE,RJ,To com fome!
1017,2023-05-24T20:27:23.000+0000,FALSE,MA,Capricha meu lindo!
1018,2023-05-24T20:28:59.000+0000,FALSE,SP,null
1019,2023-05-24T20:36:34.000+0000,TRUE,PR,null
1020,2023-05-24T20:36:55.000+0000,TRUE,DF,null
1021,2023-05-24T20:39:55.000+0000,FALSE,SP,Capricha
1022,2023-05-24T20:44:13.000+0000,FALSE,SP,null
1023,2023-05-24T20:54:19.000+0000,TRUE,SP,null
1024,2023-05-24T20:55:22.000+0000,TRUE,SP,"Não, já acabou a live :v"
1025,2023-05-24T20:59:26.000+0000,FALSE,SP,Capricha
1026,2023-05-24T21:02:47.000+0000,FALSE,SP,null
1027,2023-05-24T21:03:55.000+0000,FALSE,SP,"Amigos, faltou incluir manjericão na lista de ingredientes. Sem ele não deu pra eu montar a pizza perfeita: Marguerita!"
1028,2023-05-24T21:07:11.000+0000,TRUE,SC,foi top!!
1029,2023-05-24T21:09:06.000+0000,FALSE,SC,null
1030,2023-05-24T21:20:26.000+0000,TRUE,SP,null
1031,2023-05-24T21:21:38.000+0000,TRUE,CE,Vocês São Demais!!! #VAI !!!!!!
1032,2023-05-24T21:25:31.000+0000,FALSE,SP,Obrigada por passar conhecimento de qualidade e forma gratuita!
1033,2023-05-24T21:35:45.000+0000,FALSE,SP,vai!
1034,2023-05-24T21:36:24.000+0000,TRUE,RJ,null
1035,2023-05-24T21:42:23.000+0000,FALSE,SP,null
1036,2023-05-24T21:43:53.000+0000,TRUE,ES,SQL na Veia!!!
1037,2023-05-24T21:46:42.000+0000,TRUE,PA,I'm hungry!!!
1038,2023-05-24T21:50:44.000+0000,FALSE,MA,Vou ser um ciêntista de dados
1039,2023-05-24T21:52:49.000+0000,FALSE,PA,null
1040,2023-05-24T21:59:26.000+0000,TRUE,SP,null
1041,2023-05-24T22:03:01.000+0000,FALSE,SP,Cadê o catupiry?
1042,2023-05-24T22:05:47.000+0000,TRUE,MG,"Adicional de uva passa, por favor"
1043,2023-05-24T22:15:14.000+0000,FALSE,ES,Opa
1044,2023-05-24T22:35:44.000+0000,FALSE,SP,null
1045,2023-05-24T22:38:23.000+0000,TRUE,RS,voces sao demais ajudam muitas pessoas
1046,2023-05-24T22:52:47.000+0000,FALSE,SP,Onde é essa live?
1047,2023-05-24T22:56:06.000+0000,FALSE,SP,null
1048,2023-05-24T23:08:42.000+0000,TRUE,MG,XDD espero aprender bastante com os pizzaiolo
1049,2023-05-24T23:14:59.000+0000,FALSE,SP,null
1050,2023-05-24T23:23:57.000+0000,FALSE,SP,No capricho!
1051,2023-05-25T00:00:10.000+0000,FALSE,RS,São tops
1052,2023-05-25T00:22:50.000+0000,TRUE,BA,null
1053,2023-05-25T01:05:09.000+0000,TRUE,MG,Obrigada! Vocês são demais!!!
1054,2023-05-25T01:32:42.000+0000,FALSE,PE,Gooooooo
1055,2023-05-25T01:53:05.000+0000,TRUE,PE,null
1056,2023-05-25T02:19:04.000+0000,TRUE,PI,null
1057,2023-05-25T02:23:56.000+0000,TRUE,RJ,null
1058,2023-05-25T05:00:40.000+0000,TRUE,RJ,null
1059,2023-05-25T05:22:06.000+0000,TRUE,SP,Muito azeite na hora de deployar
1060,2023-05-25T05:28:17.000+0000,FALSE,SP,null
1061,2023-05-25T06:42:22.000+0000,FALSE,SP,A pizza é feita em forno a lenha?
1062,2023-05-25T06:55:33.000+0000,TRUE,ES,null
1063,2023-05-25T07:27:45.000+0000,FALSE,SP,null
1064,2023-05-25T07:32:17.000+0000,TRUE,TO,null
1065,2023-05-25T07:32:29.000+0000,FALSE,PR,Mão na massa!
1066,2023-05-25T07:56:39.000+0000,FALSE,SP,Vocês são do CRLH!! :-) *Poderia rolar uma massa de fermentação longa!! Grande abraço!
1067,2023-05-25T07:56:45.000+0000,FALSE,RJ,null
1068,2023-05-25T08:05:54.000+0000,FALSE,SP,Entrega em 1h ou a pizza sai de graça! Topam?
1069,2023-05-25T08:10:37.000+0000,TRUE,RJ,null
1070,2023-05-25T08:31:18.000+0000,FALSE,PR,null
1071,2023-05-25T08:54:49.000+0000,FALSE,SP,null
1072,2023-05-25T10:22:52.000+0000,TRUE,ES,Hmmm pizza gostosa
1073,2023-05-25T10:25:22.000+0000,FALSE,ES,null
1074,2023-05-25T10:31:30.000+0000,FALSE,MG,null
1075,2023-05-25T10:40:07.000+0000,TRUE,BA,Caprichaaaaa hahah
1076,2023-05-25T10:42:00.000+0000,FALSE,SP,cadê o molho de tomateeeeee
1077,2023-05-25T10:46:56.000+0000,TRUE,BA,Parabéns pela iniciativa! :)
1078,2023-05-25T10:59:16.000+0000,TRUE,CE,Tamo Junto..
1079,2023-05-25T11:12:36.000+0000,FALSE,DF,#VAIII
1080,2023-05-25T11:43:38.000+0000,TRUE,SE,null
1081,2023-05-25T12:24:11.000+0000,FALSE,SP,null
1082,2023-05-25T12:31:36.000+0000,FALSE,SP,null
1083,2023-05-25T12:38:03.000+0000,TRUE,GO,Admiro de mais vocês.
1084,2023-05-25T12:55:43.000+0000,TRUE,BA,null
1085,2023-05-25T13:04:46.000+0000,FALSE,RJ,null
1086,2023-05-25T13:23:43.000+0000,TRUE,SP,null
1087,2023-05-25T13:36:20.000+0000,FALSE,SC,Aceita Pix? Muita boa a idéia!
1088,2023-05-25T13:38:03.000+0000,FALSE,BA,null
1089,2023-05-25T13:59:41.000+0000,TRUE,BA,null
1090,2023-05-25T14:06:48.000+0000,FALSE,RO,null
1091,2023-05-25T14:22:50.000+0000,TRUE,MG,Falso Calvo
1092,2023-05-25T14:23:32.000+0000,FALSE,RO,null
1093,2023-05-25T15:32:17.000+0000,TRUE,SP,null
1094,2023-05-25T16:06:14.000+0000,FALSE,SP,Massa bem assada
1095,2023-05-25T16:09:06.000+0000,FALSE,GO,Capricha no recheio!
1096,2023-05-25T16:34:44.000+0000,TRUE,SC,Keep doing the great work
1097,2023-05-25T16:35:45.000+0000,FALSE,PR,null
1098,2023-05-25T16:38:01.000+0000,FALSE,PR,Obrigado por tudo caras!!
1099,2023-05-25T16:38:25.000+0000,TRUE,MG,null
1100,2023-05-25T16:45:07.000+0000,TRUE,RJ,null
1101,2023-05-25T16:47:40.000+0000,TRUE,SE,Esse formulário deu fome no meio do expediente! Como faço pra codar agora???
1102,2023-05-25T16:55:35.000+0000,FALSE,SP,null
1103,2023-05-25T17:07:05.000+0000,FALSE,SP,Bastante queijo
1104,2023-05-25T18:18:02.000+0000,TRUE,SP,null
1105,2023-05-25T18:27:12.000+0000,FALSE,SP,Favor deixar a massa crocante e lave as mãos.
